date;vehicule;immatriculation;checkpoint;date_depart;date_arrivee;duree
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;101411 LUCIE DISTRIBUTION SARL;13:20:16;13:29:37;00:09:21
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;DOUALA;13:29:37;18:48:36;05:18:59
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;105486_SOREPCO YASSA;13:30:36;13:31:37;00:01:01
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;105500_QUIFEROU YASSA;13:32:37;13:37:15;00:04:38
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;105500_QUIFEROU YASSA;18:37:02;18:47:30;00:10:28
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;105486_SOREPCO YASSA;18:48:00;18:48:21;00:00:21
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;101411 LUCIE DISTRIBUTION SARL;18:48:27;18:49:18;00:00:51
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;EDEA;20:00:44;20:17:21;00:16:37
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;EDEA N;20:01:53;20:17:21;00:15:28
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;103244_CHEC PROJETS KRIBI lot 2;22:12:54;22:13:09;00:00:15
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;101760_BATI-SERVICE;23:47:20;23:47:47;00:00:27
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;105706_COLOR CERAMICA KRIBI;23:47:20;23:47:47;00:00:27
22/07/2023;LTTR 055 AR-MERCEDES 1941-PSL;LTTR055AR;105705_BATI SERVICE KRIBI;23:47:33;23:47:47;00:00:14
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;YAOUNDE;22:46:22;14:50:58;16:04:36
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;101769_EGESCO;14:56:15;14:56:39;00:00:24
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;TOTAL NOMAYOS;15:02:24;15:04:10;00:01:46
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;Mbankomo;15:05:22;15:09:11;00:03:49
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 15;15:15:57;15:17:14;00:01:17
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 16;15:15:57;15:17:14;00:01:17
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;Boumnyebel;16:31:45;16:34:40;00:02:55
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;Pouma;17:09:32;17:11:56;00:02:24
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;EDEA N;17:54:45;18:02:53;00:08:08
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;EDEA;17:57:09;18:02:53;00:05:44
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;103244_CHEC PROJETS KRIBI lot 2;20:14:34;20:14:53;00:00:19
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;101760_BATI-SERVICE;21:46:59;21:47:11;00:00:12
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;105706_COLOR CERAMICA KRIBI;21:46:59;21:47:11;00:00:12
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;105705_BATI SERVICE KRIBI;21:46:59;21:47:11;00:00:12
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;105901_CIMPOR KRIBI;21:46:59;21:47:05;00:00:06
22/07/2023;LTTR 056 AS MERCEDES (PSL);LTTR056AS;103244_CHEC PROJETS KRIBI lot 2;22:15:09;22:15:20;00:00:11
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;EDEA N;22:56:29;06:39:07;07:42:38
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;Pouma;07:34:07;07:36:07;00:02:00
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;Boumnyebel;08:27:07;08:29:33;00:02:26
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 16;10:20:08;10:21:51;00:01:43
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 15;10:20:08;10:21:51;00:01:43
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;Mbankomo;10:30:08;10:33:06;00:02:58
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;TOTAL NOMAYOS;10:35:08;10:36:08;00:01:00
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;101769_EGESCO;10:41:08;10:43:50;00:02:42
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;100003_USINE DE NOMAYOS;10:55:08;19:36:07;08:40:59
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;101769_EGESCO;19:47:00;19:48:07;00:01:07
22/07/2023;LTTR 056 AR-ACTROS 1844-CIMENCAM (PSL);LTTR056AR;YAOUNDE;19:54:00;06:31:28;10:37:28
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;YAOUNDE;23:48:15;10:30:36;10:42:21
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;TOTAL NOMAYOS;10:58:36;10:59:36;00:01:00
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;Mbankomo;11:04:14;11:16:56;00:12:42
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 15;11:25:06;11:26:06;00:01:00
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 16;11:25:06;11:26:06;00:01:00
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;Boumnyebel;12:39:31;12:49:44;00:10:13
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;Pouma;13:33:31;13:35:37;00:02:06
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;EDEA N;14:21:03;14:31:28;00:10:25
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;EDEA;14:23:25;14:30:56;00:07:31
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;105705_BATI SERVICE KRIBI;17:05:38;17:06:02;00:00:24
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;101760_BATI-SERVICE;17:05:38;17:06:02;00:00:24
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;105706_COLOR CERAMICA KRIBI;17:05:38;17:06:02;00:00:24
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;105706_COLOR CERAMICA KRIBI;18:25:39;18:26:02;00:00:23
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;101760_BATI-SERVICE;18:25:39;18:26:02;00:00:23
22/07/2023;LTTR 057 AR - MERCEDES ACTROS- PSL;LTTR057AR;105705_BATI SERVICE KRIBI;18:25:39;18:26:02;00:00:23
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;YAOUNDE;18:06:48;09:47:15;15:40:27
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;101769_EGESCO;09:51:53;09:52:12;00:00:19
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;TOTAL NOMAYOS;09:58:53;09:59:12;00:00:19
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;105127_ARAB CONTRACTORS NOMAYOS;09:59:02;09:59:05;00:00:03
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;Mbankomo;10:00:39;10:05:07;00:04:28
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 15;10:11:43;10:13:29;00:01:46
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 16;10:11:43;10:13:29;00:01:46
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;Boumnyebel;11:53:05;11:57:14;00:04:09
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;Pouma;12:45:41;12:47:40;00:01:59
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;EDEA N;13:28:11;13:35:09;00:06:58
22/07/2023;LTTR 058 AR-MERCEDES 1941-PSL;CH 412514;EDEA;13:30:00;13:36:00;00:06:00
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;EDEA N;14:39:49;14:43:17;2d 00:03:28
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;Pouma;15:23:39;15:28:03;00:04:24
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;Boumnyebel;16:06:53;16:12:40;00:05:47
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 15;17:35:58;17:37:27;00:01:29
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;103276_CHINA FIRST HIGHWAY (CFHECC) P.E.C. PK 16;17:35:58;17:37:27;00:01:29
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;Mbankomo;17:43:25;17:46:18;00:02:53
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;TOTAL NOMAYOS;17:47:32;17:47:53;00:00:21
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;105127_ARAB CONTRACTORS NOMAYOS;17:47:40;17:47:45;00:00:05
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;101769_EGESCO;17:52:48;17:54:30;00:01:42
22/07/2023;LTTR 061 AS MERCEDES (PSL);LTTR061AS;100003_USINE DE NOMAYOS;18:01:55;23:25:46;05:23:51
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;BERTOUA;06:01:10;06:16:24;00:15:14
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;TOTAL BERTOUA;06:07:02;06:08:07;00:01:05
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;GAROUA BOULAI;13:17:51;13:35:22;00:17:31
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;TOTAL GAROUA BOULAI;13:29:29;13:29:54;00:00:25
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;MEIGANGA;16:38:39;16:42:45;00:04:06
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;MEIGANGA;16:43:51;16:47:41;00:03:50
22/07/2023;LTTR 300 AO-ACTROS 1841-MEDLOG;LTTR300AO;NGAOUNDERE;21:00:50;09:01:39;12:00:49
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101411 LUCIE DISTRIBUTION SARL;10:06:29;10:06:56;00:00:27
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;DOUALA;10:06:53;11:43:20;01:36:27
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105486_SOREPCO YASSA;10:07:01;10:07:28;00:00:27
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105500_QUIFEROU YASSA;10:07:52;10:09:00;00:01:08
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;104674_GLOBAL TRADE DISTRIBUTION AND;11:37:58;11:38:31;00:00:33
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;11:41:42;11:41:56;00:00:14
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;11:42:01;11:42:12;00:00:11
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103403_RAZEL CAMEROUN;11:46:21;11:46:34;00:00:13
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;11:46:41;14:52:37;03:05:56
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103403_RAZEL CAMEROUN;14:52:50;14:53:20;00:00:30
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;DOUALA;15:00:02;15:07:05;00:07:03
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;15:01:42;15:01:54;00:00:12
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;15:01:58;15:02:21;00:00:23
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;15:03:30;15:03:51;00:00:21
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;15:03:58;15:04:19;00:00:21
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103783_YENINGUN STADE DE JAPOMA;15:14:39;15:15:21;00:00:42
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;104308_REGULIER DU BAS PRIX;15:15:49;15:16:32;00:00:43
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;15:18:51;15:23:40;00:04:49
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103403_RAZEL CAMEROUN;15:23:48;15:24:10;00:00:22
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;DOUALA;15:31:18;15:41:26;00:10:08
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;15:32:42;15:32:59;00:00:17
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;15:33:04;15:33:23;00:00:19
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;15:34:40;15:35:05;00:00:25
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;15:35:12;15:35:37;00:00:25
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103783_YENINGUN STADE DE JAPOMA;15:50:20;15:51:04;00:00:44
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;104308_REGULIER DU BAS PRIX;15:51:31;15:52:07;00:00:36
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;15:54:39;15:59:38;00:04:59
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103403_RAZEL CAMEROUN;15:59:49;16:00:19;00:00:30
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;DOUALA;16:09:43;16:18:35;00:08:52
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;16:11:40;16:12:00;00:00:20
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;16:12:06;16:12:29;00:00:23
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;101766_CRBC;16:13:52;16:14:17;00:00:25
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103351_3KD TRAINING;16:14:28;16:14:58;00:00:30
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103783_YENINGUN STADE DE JAPOMA;16:26:42;16:27:24;00:00:42
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;104308_REGULIER DU BAS PRIX;16:28:04;16:29:02;00:00:58
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;16:31:32;16:43:00;00:11:28
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;16:47:36;16:49:49;00:02:13
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;16:52:20;17:06:26;00:14:06
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103403_RAZEL CAMEROUN;17:06:37;17:07:05;00:00:28
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103783_YENINGUN STADE DE JAPOMA;17:10:23;17:11:12;00:00:49
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;104308_REGULIER DU BAS PRIX;17:11:38;17:12:21;00:00:43
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;104308_REGULIER DU BAS PRIX;17:13:12;17:14:05;00:00:53
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103783_YENINGUN STADE DE JAPOMA;17:14:35;17:15:18;00:00:43
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;103403_RAZEL CAMEROUN;17:19:28;17:19:50;00:00:22
22/07/2023;LTTR 307 AO-MERCEDES 1841-PSL;LTTR307AO;105465_RAZEL YASSA;17:19:57;17:38:01;00:18:04
22/07/2023;LTTR 313 AS - SOMAFILS;LTTR 313 AS;BAFIA;06:09:07;06:19:50;00:10:43
22/07/2023;LTTR 313 AS - SOMAFILS;LTTR 313 AS;105925_CHINA RAILWAY N°5 ENGINEERING TONGA;08:28:47;08:29:36;00:00:49
22/07/2023;LTTR 313 AS - SOMAFILS;LTTR 313 AS;Bangangte;09:10:54;09:16:05;00:05:11
22/07/2023;LTTR 313 AS - SOMAFILS;LTTR 313 AS;102828_RAZEL MAKA;09:37:44;09:38:05;00:00:21
22/07/2023;LTTR 313 AS - SOMAFILS;LTTR 313 AS;FOSSANG;10:00:38;10:01:08;00:00:30
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;DOUALA;23:18:38;05:39:53;1d 06:21:15
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;105500_QUIFEROU YASSA;05:37:19;05:37:52;00:00:33
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;105486_SOREPCO YASSA;05:38:11;05:39:42;00:01:31
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;101411 LUCIE DISTRIBUTION SARL;05:39:48;05:40:21;00:00:33
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;EDEA;06:48:09;06:55:33;00:07:24
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;EDEA N;06:49:14;06:58:24;00:09:10
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;Pouma;07:44:37;07:47:04;00:02:27
22/07/2023;LTTR 447 AQ-MERCEDES 1841-MEDLOG;LTTR447AQ;Boumnyebel;09:25:19;09:31:06;00:05:47
